ba_bros_val,ba_avg_score,ba_style,ba_brewery_name,ba_phone_key,ba_beer_name,ba_brewery_city,ba_brewery_state,ba_brewery_name_key,ba_abv,ba_phone,ba_ratings_count
-,3.81,Dubbel,Acoustic Ales Brewing Experiment,6192992537,Mad DUB,San Diego,CA,Acoustic_Ales_Brewing_Experiment,7.00,(619) 299-2537,14
-,3.86,American Amber / Red Ale,Acoustic Ales Brewing Experiment,6192992537,Mosh Pit,San Diego,CA,Acoustic_Ales_Brewing_Experiment,6.66,(619) 299-2537,13
-,3.54,Fruit / Vegetable Beer,Acoustic Ales Brewing Experiment,6192992537,Passion Pils,San Diego,CA,Acoustic_Ales_Brewing_Experiment,3.50,(619) 299-2537,3
-,3.5,Fruit / Vegetable Beer,Acoustic Ales Brewing Experiment,6192992537,Pick'n Passion,San Diego,CA,Acoustic_Ales_Brewing_Experiment,4.00,(619) 299-2537,1
-,4.3,American Amber / Red Ale,Acoustic Ales Brewing Experiment,6192992537,"Red, Red Beer",San Diego,CA,Acoustic_Ales_Brewing_Experiment,6.00,(619) 299-2537,1
-,3.92,American Amber / Red Ale,Acoustic Ales Brewing Experiment,6192992537,Road To The Abbey,San Diego,CA,Acoustic_Ales_Brewing_Experiment,5.80,(619) 299-2537,1
-,4.47,Vienna Lager,Acoustic Ales Brewing Experiment,6192992537,Rock Out With Your Vienna Out,San Diego,CA,Acoustic_Ales_Brewing_Experiment,6.00,(619) 299-2537,2
-,3.98,American Double / Imperial IPA,Acoustic Ales Brewing Experiment,6192992537,Run For The Hills,San Diego,CA,Acoustic_Ales_Brewing_Experiment,8.00,(619) 299-2537,35
-,3.59,Rye Beer,Acoustic Ales Brewing Experiment,6192992537,Rye Pale Ale,San Diego,CA,Acoustic_Ales_Brewing_Experiment,5.40,(619) 299-2537,3
-,3.51,American Brown Ale,Acoustic Ales Brewing Experiment,6192992537,Shake Your Money Maker,San Diego,CA,Acoustic_Ales_Brewing_Experiment,6.25,(619) 299-2537,28
-,4.03,American Blonde Ale,Acoustic Ales Brewing Experiment,6192992537,Strawberry Blond,San Diego,CA,Acoustic_Ales_Brewing_Experiment,6.00,(619) 299-2537,12
-,3.63,American Amber / Red Ale,Acoustic Ales Brewing Experiment,6192992537,Surly Mosh Pit,San Diego,CA,Acoustic_Ales_Brewing_Experiment,9.00,(619) 299-2537,2
-,3.68,Belgian Strong Pale Ale,Acoustic Ales Brewing Experiment,6192992537,The Groupie,San Diego,CA,Acoustic_Ales_Brewing_Experiment,8.00,(619) 299-2537,12
-,3.79,American IPA,Acoustic Ales Brewing Experiment,6192992537,Tush,San Diego,CA,Acoustic_Ales_Brewing_Experiment,5.00,(619) 299-2537,16
-,3.72,Oatmeal Stout,Acoustic Ales Brewing Experiment,6192992537,Unplugged,San Diego,CA,Acoustic_Ales_Brewing_Experiment,9.50,(619) 299-2537,17
-,4.02,American Double / Imperial Stout,Acoustic Ales Brewing Experiment,6192992537,Unplugged Bullet,San Diego,CA,Acoustic_Ales_Brewing_Experiment,12.50,(619) 299-2537,8
-,3.72,American Double / Imperial Stout,Acoustic Ales Brewing Experiment,6192992537,Unplugged Heaven,San Diego,CA,Acoustic_Ales_Brewing_Experiment,12.50,(619) 299-2537,12
-,-,American Double / Imperial Stout,Acoustic Ales Brewing Experiment,6192992537,Unplugged Kopi Luwak,San Diego,CA,Acoustic_Ales_Brewing_Experiment,9.50,(619) 299-2537,4
-,3.6,American Double / Imperial Stout,Acoustic Ales Brewing Experiment,6192992537,Unplugged Roses,San Diego,CA,Acoustic_Ales_Brewing_Experiment,12.50,(619) 299-2537,4
-,-,American Double / Imperial Stout,Acoustic Ales Brewing Experiment,6192992537,Unplugged Trace,San Diego,CA,Acoustic_Ales_Brewing_Experiment,12.50,(619) 299-2537,2
-,-,American Stout,Acoustic Ales Brewing Experiment,6192992537,Verve,San Diego,CA,Acoustic_Ales_Brewing_Experiment,5.00,(619) 299-2537,1
-,3.36,Quadrupel (Quad),Acoustic Ales Brewing Experiment,6192992537,Westbound And Down,San Diego,CA,Acoustic_Ales_Brewing_Experiment,10.00,(619) 299-2537,10
-,3.7,American IPA,Acoustic Ales Brewing Experiment,6192992537,Wet Hop Citra XPA,San Diego,CA,Acoustic_Ales_Brewing_Experiment,4.50,(619) 299-2537,5
-,4.02,American Pale Ale (APA),Acoustic Ales Brewing Experiment,6192992537,Wet Hop MES,San Diego,CA,Acoustic_Ales_Brewing_Experiment,3.80,(619) 299-2537,1
-,3.79,Euro Dark Lager,Acoustic Ales Brewing Experiment,6192992537,When The Lights Go Down In The City,San Diego,CA,Acoustic_Ales_Brewing_Experiment,5.50,(619) 299-2537,1
-,3.72,American IPA,Acoustic Ales Brewing Experiment,6192992537,Willow Wolves,San Diego,CA,Acoustic_Ales_Brewing_Experiment,6.00,(619) 299-2537,48
-,4.2,Witbier,Acoustic Ales Brewing Experiment,6192992537,Witte Snake,San Diego,CA,Acoustic_Ales_Brewing_Experiment,5.00,(619) 299-2537,6
-,3.57,Rye Beer,Acoustic Ales Brewing Experiment,6192992537,You’ll Hop Your Rye Out,San Diego,CA,Acoustic_Ales_Brewing_Experiment,7.75,(619) 299-2537,3
-,3.4,American IPA,Aftershock Brewing Co.,9519722256,3rd Degree,Temecula,CA,Aftershock_Brewing_Co.,6.80,(951) 972-2256,10
-,-,American Stout,Aftershock Brewing Co.,9519722256,Affogato,Temecula,CA,Aftershock_Brewing_Co.,8.00,(951) 972-2256,1
-,3.42,Märzen / Oktoberfest,Aftershock Brewing Co.,9519722256,Amerifest,Temecula,CA,Aftershock_Brewing_Co.,7.60,(951) 972-2256,2
-,-,American Barleywine,Aftershock Brewing Co.,9519722256,Arizona Bay,Temecula,CA,Aftershock_Brewing_Co.,12.50,(951) 972-2256,5
-,-,Fruit / Vegetable Beer,Aftershock Brewing Co.,9519722256,Asha's Peaches,Temecula,CA,Aftershock_Brewing_Co.,6.90,(951) 972-2256,0
-,4,Belgian IPA,Aftershock Brewing Co.,9519722256,Bitter Monk,Temecula,CA,Aftershock_Brewing_Co.,9.00,(951) 972-2256,1
-,4,American Barleywine,Aftershock Brewing Co.,9519722256,Blackberry Bay,Temecula,CA,Aftershock_Brewing_Co.,11.80,(951) 972-2256,1
-,-,Fruit / Vegetable Beer,Aftershock Brewing Co.,9519722256,Calamansi Sour,Temecula,CA,Aftershock_Brewing_Co.,4.00,(951) 972-2256,1
-,-,American Barleywine,Aftershock Brewing Co.,9519722256,Chocolate Bay,Temecula,CA,Aftershock_Brewing_Co.,11.00,(951) 972-2256,1
-,-,American Double / Imperial Stout,Aftershock Brewing Co.,9519722256,Chunky Kid's Delight,Temecula,CA,Aftershock_Brewing_Co.,9.90,(951) 972-2256,1
-,3.39,Chile Beer,Aftershock Brewing Co.,9519722256,Cinco De Chiles,Temecula,CA,Aftershock_Brewing_Co.,9.20,(951) 972-2256,1
-,3.58,Belgian Strong Dark Ale,Aftershock Brewing Co.,9519722256,Dubbel Vission,Temecula,CA,Aftershock_Brewing_Co.,9.30,(951) 972-2256,9
-,-,American Pale Ale (APA),Aftershock Brewing Co.,9519722256,Duron's Deception,Temecula,CA,Aftershock_Brewing_Co.,5.50,(951) 972-2256,0
-,3.62,American Stout,Aftershock Brewing Co.,9519722256,Espresso Stout,Temecula,CA,Aftershock_Brewing_Co.,8.00,(951) 972-2256,27
-,3.62,American Double / Imperial IPA,Aftershock Brewing Co.,9519722256,Faultline,Temecula,CA,Aftershock_Brewing_Co.,9.20,(951) 972-2256,16
-,4.87,American Pale Ale (APA),Aftershock Brewing Co.,9519722256,Grove Robber,Temecula,CA,Aftershock_Brewing_Co.,5.50,(951) 972-2256,1
-,-,Belgian Strong Dark Ale,Aftershock Brewing Co.,9519722256,Hawk Vision,Temecula,CA,Aftershock_Brewing_Co.,9.40,(951) 972-2256,1
-,4,American IPA,Aftershock Brewing Co.,9519722256,Hoppy Chino,Temecula,CA,Aftershock_Brewing_Co.,6.80,(951) 972-2256,1
-,4,American IPA,Aftershock Brewing Co.,9519722256,Hopspresso,Temecula,CA,Aftershock_Brewing_Co.,6.80,(951) 972-2256,2
-,4.25,American Double / Imperial Stout,Aftershock Brewing Co.,9519722256,Jack Daniel's BA Jess Y James,Temecula,CA,Aftershock_Brewing_Co.,?,(951) 972-2256,1
-,3.31,American Double / Imperial Stout,Aftershock Brewing Co.,9519722256,Jess Y James,Temecula,CA,Aftershock_Brewing_Co.,9.90,(951) 972-2256,19
-,-,Cream Ale,Aftershock Brewing Co.,9519722256,Kaleidescope,Temecula,CA,Aftershock_Brewing_Co.,6.30,(951) 972-2256,0
-,4.02,American Double / Imperial IPA,Aftershock Brewing Co.,9519722256,Lurch,Temecula,CA,Aftershock_Brewing_Co.,10.00,(951) 972-2256,1
-,-,Dubbel,Aftershock Brewing Co.,9519722256,Lurch Goes To Belgium,Temecula,CA,Aftershock_Brewing_Co.,10.00,(951) 972-2256,1
-,-,American Barleywine,Aftershock Brewing Co.,9519722256,Maple Oak Bay,Temecula,CA,Aftershock_Brewing_Co.,11.20,(951) 972-2256,1
-,4,American Double / Imperial Stout,Aftershock Brewing Co.,9519722256,Nova,Temecula,CA,Aftershock_Brewing_Co.,13.00,(951) 972-2256,1
-,4.07,American Blonde Ale,Aftershock Brewing Co.,9519722256,O.R.C.A,Temecula,CA,Aftershock_Brewing_Co.,5.50,(951) 972-2256,8
-,3.83,American Barleywine,Aftershock Brewing Co.,9519722256,Oak Bay,Temecula,CA,Aftershock_Brewing_Co.,11.20,(951) 972-2256,1
-,3.88,American Blonde Ale,Aftershock Brewing Co.,9519722256,Oatmeal Raisin Cookie Ale,Temecula,CA,Aftershock_Brewing_Co.,5.50,(951) 972-2256,3
-,-,Cream Ale,Aftershock Brewing Co.,9519722256,Orange CreamsicAle,Temecula,CA,Aftershock_Brewing_Co.,7.00,(951) 972-2256,2
-,-,American Brown Ale,Aftershock Brewing Co.,9519722256,Out Of Town Brown,Temecula,CA,Aftershock_Brewing_Co.,6.90,(951) 972-2256,1
-,4.37,American IPA,Aftershock Brewing Co.,9519722256,Paradisi IPA,Temecula,CA,Aftershock_Brewing_Co.,6.80,(951) 972-2256,2
-,4.08,American Barleywine,Aftershock Brewing Co.,9519722256,PB&J Bay,Temecula,CA,Aftershock_Brewing_Co.,11.00,(951) 972-2256,1
-,4,American Amber / Red Ale,Aftershock Brewing Co.,9519722256,Peanut Alert,Temecula,CA,Aftershock_Brewing_Co.,6.00,(951) 972-2256,2
-,3.24,Chile Beer,Aftershock Brewing Co.,9519722256,Pinacate,Temecula,CA,Aftershock_Brewing_Co.,4.90,(951) 972-2256,1
-,-,Pumpkin Ale,Aftershock Brewing Co.,9519722256,Pumpkinfest,Temecula,CA,Aftershock_Brewing_Co.,7.60,(951) 972-2256,1
-,3.47,American Amber / Red Ale,Aftershock Brewing Co.,9519722256,Red Alert,Temecula,CA,Aftershock_Brewing_Co.,5.20,(951) 972-2256,3
-,3.95,Rauchbier,Aftershock Brewing Co.,9519722256,Richter Rauch,Temecula,CA,Aftershock_Brewing_Co.,5.70,(951) 972-2256,9
-,-,American IPA,Aftershock Brewing Co.,9519722256,Ry' Daddy's Red,Temecula,CA,Aftershock_Brewing_Co.,5.00,(951) 972-2256,0
-,3.47,Irish Dry Stout,Aftershock Brewing Co.,9519722256,Seismic Stout,Temecula,CA,Aftershock_Brewing_Co.,4.80,(951) 972-2256,2
-,-,American Blonde Ale,Aftershock Brewing Co.,9519722256,Strawberries 'n' Cream,Temecula,CA,Aftershock_Brewing_Co.,6.80,(951) 972-2256,0
-,3.36,American Blonde Ale,Aftershock Brewing Co.,9519722256,Strawberry Short Quake,Temecula,CA,Aftershock_Brewing_Co.,6.60,(951) 972-2256,3
-,3.1,American Blonde Ale,Aftershock Brewing Co.,9519722256,Strongberry,Temecula,CA,Aftershock_Brewing_Co.,9.00,(951) 972-2256,1
-,-,Milk / Sweet Stout,Aftershock Brewing Co.,9519722256,Temporarily Maple,Temecula,CA,Aftershock_Brewing_Co.,?,(951) 972-2256,0
-,4.88,American Double / Imperial Stout,Aftershock Brewing Co.,9519722256,Temporarily Mexican,Temecula,CA,Aftershock_Brewing_Co.,9.50,(951) 972-2256,1
-,4.55,Milk / Sweet Stout,Aftershock Brewing Co.,9519722256,Temporarily Out,Temecula,CA,Aftershock_Brewing_Co.,9.00,(951) 972-2256,5
-,-,American Double / Imperial Stout,Aftershock Brewing Co.,9519722256,Temptella,Temecula,CA,Aftershock_Brewing_Co.,9.00,(951) 972-2256,1
-,-,American Pale Ale (APA),Aftershock Brewing Co.,9519722256,The Sisco Kid,Temecula,CA,Aftershock_Brewing_Co.,?,(951) 972-2256,0
-,3.81,American Pale Ale (APA),Aftershock Brewing Co.,9519722256,Tremor,Temecula,CA,Aftershock_Brewing_Co.,5.50,(951) 972-2256,1
-,4.49,American Pale Ale (APA),Aftershock Brewing Co.,9519722256,Walter Melon,Temecula,CA,Aftershock_Brewing_Co.,?,(951) 972-2256,1
-,-,American IPA,Alameda Island Brewing Company,5102178885,Alameda’s IPA,Alameda,CA,Alameda_Island_Brewing_Company,7.50,(510) 217-8885,0
-,3.62,Kölsch,Alameda Island Brewing Company,5102178885,Cavagnaugh Kolsch,Alameda,CA,Alameda_Island_Brewing_Company,5.00,(510) 217-8885,1
-,-,Altbier,Alameda Island Brewing Company,5102178885,"Control, Alt, Delete",Alameda,CA,Alameda_Island_Brewing_Company,5.50,(510) 217-8885,0
-,4.41,Hefeweizen,Alameda Island Brewing Company,5102178885,Hef-d,Alameda,CA,Alameda_Island_Brewing_Company,4.50,(510) 217-8885,1
-,-,American Double / Imperial IPA,Alameda Island Brewing Company,5102178885,Highbrow,Alameda,CA,Alameda_Island_Brewing_Company,8.30,(510) 217-8885,1
-,-,American Pale Ale (APA),Alameda Island Brewing Company,5102178885,Neptune’s Pale Ale,Alameda,CA,Alameda_Island_Brewing_Company,4.90,(510) 217-8885,0
-,-,American Porter,Alameda Island Brewing Company,5102178885,Park Street Morning Porter,Alameda,CA,Alameda_Island_Brewing_Company,5.50,(510) 217-8885,0
-,-,Scotch Ale / Wee Heavy,Alameda Island Brewing Company,5102178885,Sea Haggis,Alameda,CA,Alameda_Island_Brewing_Company,8.00,(510) 217-8885,1
-,-,Cream Ale,Alameda Island Brewing Company,5102178885,Uncommon Common,Alameda,CA,Alameda_Island_Brewing_Company,5.70,(510) 217-8885,0
-,3,English Dark Mild Ale,Ale Industries,9254705280,Bliss,Oakland,CA,Ale_Industries,3.50,(925) 470-5280,3
-,3.85,Fruit / Vegetable Beer,Ale Industries,9254705280,Cherry Kush,Oakland,CA,Ale_Industries,4.40,(925) 470-5280,23
-,3.94,American Double / Imperial IPA,Ale Industries,9254705280,East Bay IPA,Oakland,CA,Ale_Industries,7.80,(925) 470-5280,21
-,3.92,American Brown Ale,Ale Industries,9254705280,Fall Down Brown,Oakland,CA,Ale_Industries,8.25,(925) 470-5280,16
-,-,English Barleywine,Ale Industries,9254705280,Fuzzy Snow-beck,Oakland,CA,Ale_Industries,8.50,(925) 470-5280,0
-,-,American Wild Ale,Ale Industries,9254705280,Gingerberry For Reals,Oakland,CA,Ale_Industries,7.50,(925) 470-5280,0
-,3.46,Witbier,Ale Industries,9254705280,Golden State Of Mind,Oakland,CA,Ale_Industries,4.40,(925) 470-5280,60
-,3.83,American Strong Ale,Ale Industries,9254705280,Intensely Synonym,Oakland,CA,Ale_Industries,7.25,(925) 470-5280,1
-,3.82,American Wild Ale,Ale Industries,9254705280,"Keep Sailing, Bob",Oakland,CA,Ale_Industries,7.75,(925) 470-5280,2
-,3.67,American Wild Ale,Ale Industries,9254705280,La Nina Fresa,Oakland,CA,Ale_Industries,4.80,(925) 470-5280,8
-,3.74,American Amber / Red Ale,Ale Industries,9254705280,Rye'd Piper,Oakland,CA,Ale_Industries,5.80,(925) 470-5280,84
-,3.56,American Brown Ale,Ale Industries,9254705280,Spring Fling,Oakland,CA,Ale_Industries,5.50,(925) 470-5280,14
-,3.68,American Pale Ale (APA),Ale Industries,9254705280,Uncle Jesse's,Oakland,CA,Ale_Industries,4.75,(925) 470-5280,56
-,3.65,American Pale Ale (APA),Ale Industries,9254705280,Xtra Pale Ale,Oakland,CA,Ale_Industries,?,(925) 470-5280,2
-,-,American Pale Ale (APA),AleSmith Brewing Company,8585499888,.394 Tony's Take (San Diego Pale Ale With Grapefruits & Oranges),San Diego,CA,AleSmith_Brewing_Company,6.00,(858) 549-9888,4
-,-,English Brown Ale,AleSmith Brewing Company,8585499888,Alesmith Barrel Aged Nut Brown Ale With Coconut,San Diego,CA,AleSmith_Brewing_Company,5.00,(858) 549-9888,1
-,4.21,Wheatwine,AleSmith Brewing Company,8585499888,AleSmith Decadence 2014 Bourbon Barrel Aged,San Diego,CA,AleSmith_Brewing_Company,10.00,(858) 549-9888,4
-,3.86,Belgian Strong Pale Ale,AleSmith Brewing Company,8585499888,AleSmith Decadence 2015 - Belgian-Style Amber,San Diego,CA,AleSmith_Brewing_Company,10.00,(858) 549-9888,31
-,4.11,American Amber / Red Ale,AleSmith Brewing Company,8585499888,AleSmith Evil Dead Red,San Diego,CA,AleSmith_Brewing_Company,6.66,(858) 549-9888,480
95,4.06,Belgian Strong Dark Ale,AleSmith Brewing Company,8585499888,AleSmith Grand Cru Ale,San Diego,CA,AleSmith_Brewing_Company,10.00,(858) 549-9888,846
-,4.4,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,Alesmith Hawaiian Speedway Stout,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,223
100,4.03,Belgian Strong Pale Ale,AleSmith Brewing Company,8585499888,AleSmith Horny Devil,San Diego,CA,AleSmith_Brewing_Company,10.00,(858) 549-9888,939
-,4.28,American IPA,AleSmith Brewing Company,8585499888,AleSmith IPA,San Diego,CA,AleSmith_Brewing_Company,7.25,(858) 549-9888,3750
-,3.83,Belgian Pale Ale,AleSmith Brewing Company,8585499888,AleSmith Lil' Devil,San Diego,CA,AleSmith_Brewing_Company,5.95,(858) 549-9888,162
-,-,Belgian Pale Ale,AleSmith Brewing Company,8585499888,AleSmith Lil' Devil - Hibiscus,San Diego,CA,AleSmith_Brewing_Company,5.25,(858) 549-9888,7
-,-,Belgian Pale Ale,AleSmith Brewing Company,8585499888,AleSmith Lil' Devil Tart,San Diego,CA,AleSmith_Brewing_Company,5.95,(858) 549-9888,3
-,4,American Amber / Red Ale,AleSmith Brewing Company,8585499888,AleSmith My Bloody Valentine,San Diego,CA,AleSmith_Brewing_Company,6.66,(858) 549-9888,549
-,4.02,English Brown Ale,AleSmith Brewing Company,8585499888,AleSmith Nut Brown Ale,San Diego,CA,AleSmith_Brewing_Company,5.00,(858) 549-9888,671
-,-,American Barleywine,AleSmith Brewing Company,8585499888,AleSmith Old Knumbskull - Brandy Barrel Aged 2015,San Diego,CA,AleSmith_Brewing_Company,11.00,(858) 549-9888,6
88,4.15,American Barleywine,AleSmith Brewing Company,8585499888,AleSmith Old Numbskull,San Diego,CA,AleSmith_Brewing_Company,11.00,(858) 549-9888,1331
-,4.29,American Barleywine,AleSmith Brewing Company,8585499888,AleSmith Old Numbskull - Barrel Aged,San Diego,CA,AleSmith_Brewing_Company,11.00,(858) 549-9888,395
-,4.02,American Porter,AleSmith Brewing Company,8585499888,AleSmith Robust Porter,San Diego,CA,AleSmith_Brewing_Company,6.50,(858) 549-9888,47
-,4.37,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,6106
-,3.98,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Bananas Foster,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,4
-,4.47,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Bourbon Barrel Aged,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,1819
-,4.13,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Butterfinger,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,4
-,3.85,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Caramel Swirl,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,6
-,4.41,Russian Imperial Stout,AleSmith Brewing Company,8585499888,Alesmith Speedway Stout - Double Coffee,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,12
-,4.91,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,Alesmith Speedway Stout - Ethiopian Coffee,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,10
-,-,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Grand Marnier,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,1
-,3.94,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Graveyard Shift Espresso,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,7
-,4.48,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Hawaiian,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,39
-,4.6,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Hazelnut,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,4
-,4.05,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Italian Roast,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,2
-,4.49,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Kau Coffee,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,1
-,4.3,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Kona Coffee,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,170
-,4.4,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Kopi Luwak,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,519
-,4.01,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Maple Blueberry Pancake,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,4
-,4.27,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Oatmeal Raisin Cookie,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,6
-,3.78,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Peanut Butter And Jelly,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,5
-,4.04,American Double / Imperial Stout,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Sour Cherry,San Diego,CA,AleSmith_Brewing_Company,12.00,(858) 549-9888,6
